CommentID,text,CommentUserID,CommentDate,Keyword,ObsoleteType,LegacyOrInvalid
64656629,"Keep in mind, if you're writing a test for your date format in Xcode, this will be affected by your Mac settings in Preferences > Languages & Region.  Ie, if Time Format -> 24 hr time is not checked, it doesn't matter is you specify 24 hr time in your date formatter, it will not be output.&#xA;&#xA;Interestingly, in the obsolete [NSDate dateWithNaturalLanguageString:dateString] the computer's locale settings will be overridden.",29615,7/28/2016 12:48,obsolete,mobile,legacy
72020860,"Good because <col width=""""> is obsolete in HTML5: https://developer.mozilla.org/en/docs/Web/HTML/Element/col",36214,2/24/2017 12:19,obsolete,lang,invalid
1281088,"I can't argue with that thorough test suite, @porneL. You tested two obsolete versions of IE, didn't mention which Firefox you tested... I tested in all current browsers. Try it.",5,9/17/2009 0:23,obsolete,tool,legacy
45394182,oh i thought NSRegularExpression has made RegexKit obsolete!! Lets wait for someone to answer if its possible using standard Apple APIs instead of RegexKit,302351,2/16/2015 11:20,obsolete,mobile/ext,legacy
11409336,"The last `if` is obsolete, since the loop terminates only when `Guess == returnValue`!",880990,1/31/2012 20:16,obsolete,lang,invalid
46929120,em... `cmp` is kind of deprecated. but you can always transform a cmp function to key by `functools.cmp_to_key`.,,,,lang,legacy
46958283,"The OP specifies the need to use a `UICollectionView`. `UISearchDisplayController`, apart from being deprecated in iOS 8, does not have a `UICollectionView`, but a `UITableView`.",,,,os,legacy
49808560,"In both cases I had the lzo package installed. However different YUM versions were giving different output. The workaround was, indeed, using rpm, but as python module. The drawback of this approach is you have to check if any of the obsoleted packages is installed, which is an additional yum transaction.",,,,tool,legacy
47010616,"The links you included are both to the Advanced API, and has been deprecated. It will be shut down at some point in the future, and no new API applications will work with it. Additionally it is possible to retrieve videos from a channel without user authentication.",,,,ext,invalid
47025037,I already had my project on gradle from the beginning. Anyway i looked at the changelog and documentations and the classes that couldnt be imported are now deprecated in v4. I was trying to make an old code work with v4 sdk. Thank you,,,,tool,legacy
63610946,"Don't include `<zmmintrin.h>` directly; gcc doesn't even provide it. **Just use `<immintrin.h>`** or the even-more-complete `<x86intrin.h>`.  This answer is basically obsolete, unless you're intentionally avoiding including intrinsics for newer versions of SSE because your compiler doesn't complain when you use an SSE4.1 instruction while compiling for SSE2.  (gcc/clang *do* complain, so you should just use immintrin.h for them.  IDK about others.)",224132,6/28/2016 22:31,obsolete,os,legacy
33022610,It is unlikely that I will ever work on this again as the application is now obsolete. Consider trying @neuralassembly's code mentioned in the comments of the original question.,1233435,2/17/2014 2:45,obsolete,mobile,invalid
7101399,Already tried that.. I am not finding any concrete answers and most of them obsolete or require some elaborate gateway setups.,386338,5/25/2011 7:49,obsolete,ref,invalid
56391798,Thanks for the simple answer. This whole time i didnt know VBScript and CMD were able to pass variables like referencing in `call`. Now to make 1/2 of my code obsolete...,5463995,12/17/2015 1:11,obsolete,lang,invalid
32031164,"I did post a corrected answer at the time but that was 4 years ago dude.  I don't go around updating all my posts and I'm sure most people don't. You down vote was for a post 4 years old saying it's out of date, well duh",234670,1/21/2014 14:29,obsolete,ext,invalid
53138120,"careful, above answer is **only** valid for the now **obsolete rc3.0** version, api has changed [again](http://docs.opencv.org/ref/master/dc/dd7/classcv_1_1face_1_1BasicFaceRecognizer.html#ab34eeaa66965821c0593e03ffe1d3a74)  (the docs cited above are outdated, too) . please also take a look at the updated [tutorials](http://docs.opencv.org/ref/master/da/d60/tutorial_face_main.html)",2056772,9/18/2015 6:26,obsolete,ref/ext,invalid
46476556,"`name` attribute is obsolete in html5 (it doesn't exist there). So better NOT use the `name` attribute at all... Furthermore, the name attribute does not effect selecting DOM elements or attaching events to them. So if you would add them, it's quite useless anyway.",777850,3/18/2015 14:51,obsolete,lang,invalid
23187547,`-a` and `-o` are considered obsolete by the [POSIX specification](http://pubs.opengroup.org/onlinepubs/9699919799/utilities/test.html#tag_20_128_16); use separate tests combined with `||` as in the update.,1126841,4/25/2013 12:13,obsolete,tool,legacy
57668456,"This is obsolete and no longer the whole truth. As pointed out (and substantiated with a docs quote) in the accepted answer, comments no longer have to be at the start of the line - the hash just needs to be after whitespace. I recommend deleting this obsolete answer since it no longer adds anything to the page (you'll keep your rep).",1709587,1/23/2016 21:35,obsolete,lang,legacy
74237688,"sed is for simple substitutions on individual lines, that is all. For anything other than s/old/new/ you should be using awk for simplicity, clarity, robustness, efficiency, portability and every other desirable attribute of software. Your requirements cannot be satisfied by simply s/old/new/ so therefore sed is not the right tool for this job. All sed constructs other than s, g, and p (with -n) are used today just for the mental exercise, not for production software as they became obsolete in the mid-1970s when awk was invented.",1745001,4/24/2017 17:09,obsolete,tool,legacy
78431544,This solution works until version 5 of EF. On version 6 it became obsolete.,2343336,8/17/2017 13:48,obsolete,ext,invalid
9624981,"FYI - WoW now exposes a rest based service so my question and any answers are out of date. The data is returned as JSON.  I think you get so many API calls, then you'll maybe want to ask them for extra permission to make large application calls.",348446,10/25/2011 8:20,obsolete,ext,invalid
11983121,"The only question that matters here is, which value does the function return? It does return `Nothing` without return statement. Therefore, you do not risk anything by improving the getter and adding a return statement. The compiler adds an invisible `Dim LevelName As String` (that is initialized with `Nothing`) because in VB6 you returned a value by assigning it to this variable. This variable is obsolete in VB.NET",880990,2/27/2012 18:11,obsolete,lang,invalid
4949539,XXX_VS2008 is currently being used by all developers and XXX is made obsolete in the main trunk. If I delete XXX_VS2008 and override XXX in the branch while merging I will lose the changes done to XXX_VS2008 in the Main trunk while I was working in the branch.,483973,12/23/2010 14:37,obsolete,tool,invalid
37695970,"It's replacing something -- that's what `s///` means. The `o` modifier tells Perl to compile the RE, but it's considered obsolete now. See http://stackoverflow.com/questions/550258/does-the-o-modifier-for-perl-regular-expressions-still-provide-any-benefit",1491895,6/23/2014 22:05,obsolete,lang,invalid
58658804,"it's ""obsolete but are still supported for backwards compatibility reasons"". anyway, removed my downvote, as it's not relevant anymore.",1737909,2/18/2016 13:22,obsolete,lang,legacy
34162716,"It's C, so your answer is now obsolete. OP edited.",2591612,3/17/2014 16:55,obsolete,lang,invalid
45381600,"This is not obsolete, this answer explain exactly how `[UIView endediting:]` works. In one of apps I've developed, a search box was added in UINavigationViewController, if you just call `[self.view endEditing:YES]`, as `self` your view controller, this will not work, instead, I called this method directly in view scope where search box was added, example: `[self.mySearchBoxView endEditing:YES]`.",457569,2/16/2015 1:47,obsolete,mobile,legacy
52985023,"You can try, I don't think it has anything that would require higher API levels (of course you might have to move the current generic *styles.xml* to a more appropriate (i.e. version qualified) directory and create one for lower API levels). I didn't target below 16 just because I think that anything below that is obsolete.",2644098,9/14/2015 12:41,obsolete,ext,legacy
1719639,`load_source` is obsolete since at least 1.5.,16102,12-01-2009 19:21,obsolete,lang,invalid
38611044,"I didn't say that this will return this error message, that's why I added that he didn't replace all obsolete `live` calls.&#xA;I just say that simle using `on()` in usual way won't work as `live`",1328954,7/21/2014 10:13,obsolete,ext,invalid
78197202,This seems important to upvote there are lots of tutorials/books out there that are now obsolete on this point.,1886357,08-10-2017 16:23,obsolete,ref,invalid
803108,"Thanks for the research (+1 for that), but some of this material is not particularly relevant - the TimesTen paper is well out of date. What I was interested in is not just performance but also other characteristics - architecture, availability options, development APIs, integration with traditional RDBMSs and such...",23670,6/15/2009 0:49,out_of_date,ref,invalid
78243165,"Good lord, why? That's 4 major releases out of date.",205185,08-11-2017 18:38,out_of_date,mobile/tool,legacy
12010642,"Right, we weren't planning on changing our toolkit version, but I went ahead and installed the 4.1 toolkit on a dev box.  Now it's saying that the driver is out of date; we're using 280.13-0ubuntu6, which seems to be the latest on ubuntu 11.10.  The ""Getting started"" doc on linux wasn't updated for 4.1, and a few minutes of searching hasn't given me an obvious answer for what version I need.  I'm sure it's out there, but it's not staring me in the face, which would be handy.",871914,2/28/2012 19:30,out_of_date,tool,invalid
45163619,"NB: this is now out of date, unless you need to support IE <= 9, you should use flexbox.",469981,02-09-2015 17:02,out_of_date,lang,legacy
75888652,"This is an excellent answer, but maybe out of date. On Sierra, the option I needed was --install-dir /usr/local/bin",143388,06-08-2017 21:05,out_of_date,os,legacy
32363697,Sounds like your Android SDK is out of date. Open up Android SDK Manager and download the latest SDK tools.,563505,1/30/2014 3:53,out_of_date,tool/mobile,legacy
78489766,Only issue is my Xcode is out of date. But after I ran 'brew install node' the permissions on the node_modules folder was out of whack. I'll add that to my question because maybe I'm looking for the wrong answer.,1536309,8/18/2017 22:05,out_of_date,ext,invalid
23585611,"Yeah yours, is correct but still i am getting this                  05-08 15:09:47.814: W/GooglePlayServicesUtil(1790): Google Play services out of date.  Requires 3027100 but found 2012110",1396042,05-08-2013 15:10,out_of_date,mobile,invalid
863538,"This report is quite outdated and doesn't show memory resources consumption. I was also surprised by the poor timing obtained for JTable, for which I wonder how the code was written.",24995,6/27/2009 2:28,out_of_date,lang,legacy
64662496,"This answer is out of date as of IPython 5.0, which has dropped `readline` in favor of Python-based `prompt_toolkit`. My keybindings no longer work. I am not sure how to transition them to `prompt_toolkit`.",1244455,7/28/2016 14:45,out_of_date,tool,invalid
47088973,FQL is deprecated and should not be used anymore. it even does not work in newer apps.,,2015-04-05 22:02:07.71 UTC,,tool,invalid
12009382,"This solution is out of date, as of version 1.0 of the Kinect SDK",522,2/28/2012 18:28,out_of_date,tool,legacy
9913499,"This answer is more complicated than it needs to be, and is probably out of date for Rails 3 now.  I recommend opsb's answer below.",195835,11-10-2011 23:25,out_of_date,ext,legacy
47176275,[concatenate](https://commons.apache.org/proper/commons-lang/javadocs/api-2.6/org/apache/commons/lang/StringUtils.html#concatenate%28java.lang.Object[]%29) is deprecated. We shall use [join](https://commons.apache.org/proper/commons-lang/javadocs/api-2.6/org/apache/commons/lang/StringUtils.html#join%28java.lang.Object[]%29) instead.,,08-04-2015 08:53,,ref,legacy
53648973,This must be out of date. It does not work at all. You just get an exception: Column 'FieldName' in table 'dbo.TableName' is of a type that is invalid for use as a key column in an index.,1778482,10-02-2015 15:19,out_of_date,ext,legacy
10178389,"Git vs Mercurial Please Relax is seriously out of date, although it's as old as this question. Maybe this question should be deleted and re-opened now that both tools have had 3+ years of features added.",128511,11/25/2011 12:03,out_of_date,tool,legacy
56525745,"If you are using **ActivePython**, then numpy is very probably out of date. Check current numpy version with `pip list` AND `pypm list`, then run `pypm uninstall numpy` and `pip install numpy`.",2227298,12/21/2015 9:18,out_of_date,ext,legacy
37231864,"This is a really out of date answer, for better options see http://stackoverflow.com/questions/14334154/iframe-auto-adjust-height-as-content-changes",2087070,06-09-2014 23:23,out_of_date,lang,legacy
46452604,"hmm, interesting, how long ago was this? If it is recent there may be some thing your missing such as a plugin which no longer works, or a mdn file which is out of date?? Have you double checked these?",4021356,3/17/2015 23:46,out_of_date,ext,invalid
33754357,Is there a point where SO threads should be closed or marked for an update? I just got here through Google and this information is (naturally) horribly out of date and not as useful as it was back in '09 (!),2050403,03-06-2014 16:09,out_of_date,ext,legacy
6103543,"Yeah, I'm aware. It's not a great source however for many simple things it provides easy to read examples.&#xA;&#xA;I think the biggest problem with w3schools is it's out of date HTML/CSS sections, not the MySQL page.",655811,3/22/2011 19:39,out_of_date,lang,invalid
12473006,http://linux.die.net/ is miles out of date. I think you should point people at kernel.org: http://kernel.org/doc/man-pages/online/dir_section_2.html,505088,3/20/2012 22:07,out_of_date,ref,invalid
24465273,I think the problem was with composer updating and then some dependencies being out of date such as assetic being 2.1 instead of 2.3,1961082,06-05-2013 15:49,out_of_date,tool,invalid
47191931,And don't use the mysql_* functions as they are deprecated since php 5.5. Use the PDO or mysqli_* functions instead,,08-04-2015 15:05,,tool,invalid
61865782,"That link's package version seems outdated (3.16.0). According to [Official Page](http://freeimage.sourceforge.net/), it says that latest version is 3.17.0.",,2016-05-11 14:08:27.68 UTC,,ref,invalid
422549,Do you nean that my ModelBinders themselves (i.e. GigModelBinder) is out of date? They are in the format defined in the beta version of MVC?,46616,03-04-2009 11:48,out_of_date,lang,legacy
12051393,"However, what it does show is that (1) you have chosen to compare with an editor that was designed to be simple and easy for non-programmers, which isn't a fair comparison, and (2) even then you are using claims that are more than 15 years out of date. This doesn't suggest a fair and unbiassed assessment of whether vi is the right tool - it suggests straw-man arguments.",180247,03-01-2012 11:42,out_of_date,tool,legacy
9138456,"I perused this book when it came out and have to agree.  This is one example of many not-so-great practices within.  Plus it's a bit out of date.  You might do better picking up the new edition of ""The Rails Way"" or any number of more recent books.",178150,9/24/2011 20:45,out_of_date,ref,legacy
22579887,"I think this answer is now out of date, as there is a --template flag with which you can specify a project or app template.  See here: https://docs.djangoproject.com/en/dev/ref/django-admin/#startapp-appname-destination",439500,04-07-2013 14:57,out_of_date,ext,legacy
4359751,The links in my answer here are out of date.  Check http://code.google.com/apis/libraries/ for the real beef.,182668,10/30/2010 13:26,out_of_date,ref,invalid
50946991,"I would not use this one, is it not the official one and is also out of date. It seems to use v1.2.18 of the Parse iOS SDK, the most recent version is 1.7.5, use the official one instead",515042,7/18/2015 13:38,out_of_date,mobile/tool,invalid
47240131,"In iOS 6 above, the viewWillUnload and viewDidUnload methods of UIViewController are deprecated.",,09-04-2015 16:42,,mobile,invalid
47242115,The `-lock` method for `NSPersistentStoreCoordinator` is also deprecated in iOS8.,,09-04-2015 17:39,,mobile,invalid
45395347,"I just installed Visual Studio 2013 Update 4 and whenever I try to run a project, I get the error ""The debugger resource DLL is out of date. If this problem persists, use 'Add or Remove Programs' in control panel to repair your visual studio installation."" I ran the repair tool twice and it didn't fix the issue. Going to remove this update...",3585837,2/16/2015 11:58,out_of_date,tool,legacy
16181247,"Answer is out of date. There are two direct ways to do cross-domain Ajax, and indirect ways. **1.** [JSONP](http://en.wikipedia.org/wiki/JSONP), uses `",527702,8/24/2012 8:50,out_of_date,ext,invalid
9851474,Ouch.  Documentation fail.  Would be nice if the old site wrapped every request in a frame that says it is out of date...,14253,11-08-2011 00:50,out_of_date,ref,invalid
63713320,"Please update first line to: str.substringWithRange(Range<String.Index>(str.startIndex..<str.endIndex)) //""Hello, playground"" The current answer is out of date and wont work from Swift 3.0",969325,07-01-2016 09:25,out_of_date,lang,legacy
30314584,"Backbone doesn't enforce any particular application structure (unlike, say, Angular), so there isn't necessarily a particular way to organize your app. If this collection is the main data set for the application, I'd probably initialize it during app startup. Although it's just a little out of date by now, [Recipes with Backbone](http://recipeswithbackbone.com) might be a useful reference for you.",1403714,12-01-2013 16:52,out_of_date,ref,legacy
64933642,"Nothing is ""out of date"" if it works! 4.0 Macro language offers a few neat tricks.",209942,08-05-2016 04:50,out_of_date,tool,invalid
812584,"Yes, the gcc/g++ in XCode is pretty much out of date. Just recently 4.7 and 4.8 have been released and is recommended if you are using the new C++11 standards",61027,6/16/2009 20:20,out_of_date,ext,legacy
64500470,"Thx for the reply, however, the doc is sort of out of date and more about how to install Java SE on pi, given latest raspbian already have Java pre installed, I'm looking for how to using Java to play with the sensors with sense hat",2956246,7/24/2016 17:27,out_of_date,ref,invalid
49589759,The technique in your link link is out of date. See my answer for more info.,4413676,06-10-2015 23:10,out_of_date,ref,invalid
47307709,"`async: false` is deprecated in jQuery 1.8+ and the way the call is written you are expecting asyncronious result, I'm not .`done` will work in that case as you expect.",,11-04-2015 15:36,,lang,invalid
47315053,"Also take seriious note of eggyal's comment. On http://php.net/manual/en/function.mysql-query.php there is a Warning for mysql_query: This extension is deprecated as of PHP 5.5.0, and will be removed in the future. Instead, the MySQLi or PDO_MySQL extension should be used.",,2015-04-11 21:52:38.7 UTC,,lang,legacy
47339095,Somebody mentioned deprecation warnings here: http://stackoverflow.com/questions/28470136/neo4j-executionengine-and-executionresult-deprecated/29596119#29596119 so I found the problem,,2015-04-13 00:11:23.973 UTC,,ref,invalid
47408755,You need to learn [when to use a bang and when to use a dot](http://stackoverflow.com/questions/2923957/bang-notation-and-dot-notation-in-vba-and-ms-access). That knowledge would have rendered this question obsolete. :o),,,,ref,invalid
28021095,"No offence, just indicating that it's currently out of date and should be revised. ;)",504845,9/24/2013 0:41,out_of_date,tool,invalid
57176858,"Care to elaborate or give me an example of those 'million hits'? I found some Xilinx app note, but it was out of date for our equipment and my superiors decided not to use it. I also found a number of calculators and code generators, but as far as I understood the latter, they only did the very CRC calculation, while I still needed to organize the data before and after it. It is true that I only tried them out on a different CRC calculation, not the here mentioned CRC-32, and since I needed additional work there, I expected it to be the same here.",2265790,01-11-2016 06:32,out_of_date,ref,invalid
1926181,"That link is somewhat out of date, but the behaviour is roughly the same all the way up the latest version (11g).",12744,01-05-2010 13:40,out_of_date,ref,legacy
58162771,"This information is out of date, Instagram no longer uses its `distilleryimage*` hostnames.",20247,02-05-2016 12:37,out_of_date,ref,invalid
22053222,"This really doesn't seem to be much of a comparison with Web API. It makes sense - at the time of the answer, Web API was brand new. This is not the case anymore. I would really love to see an actual breakdown ",5056,3/21/2013 23:58,out_of_date,ext,legacy
45725464,I've updated my answer. Could you point out what in my view is out of date? Thanks,4517300,2/25/2015 12:42,out_of_date,ext,invalid
12543013,.live doesn't work because it was deprecated and you're probably using the newest version of jquery,680578,3/23/2012 15:56,deprecated,ext,legacy
6617143,"Thanks, but it is Google Maps API v2. It is deprecated now.",559221,4/25/2011 4:32,deprecated,ext,invalid
44116233,GameKit part for p2p connection is deprecated. Apple recommends to use Multipeer Connectivity Framework but it is too slow,2159978,01-09-2015 08:32,deprecated,lang,invalid
25490437,Whilst the result is correct you are using `mysql` functions which are deprecated which I assume is why you have been down voted. Consider updating your answer to use `PDO` or `mysqli` instead.,261682,07-08-2013 14:27,deprecated,lang,legacy
12091507,"Nevermind.  Other `FileCtrl` functions were indeed moved to `SysUtils` a long time ago and their `FileCtrl` references were deprecated. I thought `SelectDirectory()` was amongst them, but I just checked and that is not the case afterall.",65863,03-03-2012 00:23,deprecated,ref,invalid
41078614,"Today, `orderByPriority` is deprecated, right? I've been trying to use this but it's doesn't work.",3366109,10-04-2014 20:28,deprecated,ext,invalid
40279374,GalleryView is deprecated..,3496570,09-10-2014 06:13,deprecated,mobile,invalid
66946108,"I find the problem:&#xA;I do not know Why but if I use `@SpringApplicationConfiguration(classes = DemoApplication.class)` which is deprecated, in case of @SpringBootTest everything works.",1224225,10-03-2016 09:14,deprecated,ext,invalid
51087154,deprecated on iOS 9/Swift 2,,2015-07-22 14:21:22.13 UTC,,mobile,invalid
47554401,"Hi, thanks for the help but how come I get all these errors ? I think its because the code you gave me is for an outdated sdk ? His is a screen shot of my errors http://postimg.org/image/qwlsq8uyb/",,2015-04-17 21:08:52.947 UTC,,tool,invalid
45025946,"AppJS is deprecated. You can safely remove it. Why? CEF1 is deprecated, which was AppJS' base. Rewriting it to CEF3 is pretty impossible.",2423150,02-05-2015 09:35,deprecated,ext,invalid
95619905,This recommendation is [officially deprecated](https://webmasters.googleblog.com/2015/10/deprecating-our-ajax-crawling-scheme.html) as of October 2015.,,2019-01-28 15:01:24.863 UTC,,ref,invalid
65102832,"I know attr is deprecated after 1.6. but drupal (https://www.drupal.org/node/2416689) made some patch file for this but I am not getting how to use it, would you help me on this?@eisbehr",6440309,08-10-2016 10:11,deprecated,ext,legacy
51280919,After installing FASTCGI its showing Class::MOP::load_class is deprecated. Should I upgrade catalyst?,2365884,7/28/2015 6:25,deprecated,ext,invalid
43962324,"After a little bit more digging the API uses the now deprecated OAuth 1.0 https://developers.google.com/accounts/docs/OAuth_ref and so probably doesn't require enabling in the developers console (it requires instead the OAuth domain key).  The scope for access to the API is ""https://apps-apis.google.com/a/feeds/calendar/resource/""",292219,01-05-2015 08:38,deprecated,ext,legacy
57875195,"Perfect! Although assertEquals(String, double, double) is deprecated, requires an epsilon/buffer number now",5833963,1/29/2016 3:21,deprecated,ext,legacy
44954863,"Was trying to avoid `views` in general as they are getting deprecated.. &#xA;As my list would be small and limited, I can check `isDirty`. I will let you know.`",2134720,02-03-2015 14:51,deprecated,ext,legacy
85642853,This repo was better out of all available on the shelf but sounds like this repo is not getting maintained anymore and going to be dead very soon as deprecated warnings are started coming https://github.com/emirotin/mongodb-migrations/issues/45#issuecomment-366611394,,16-03-2018 12:38,,ref,invalid
59834667,Note that the `createEvent()` / `initMouseEvent()` functions are now deprecated.,,18-03-2016 22:17,,lang,lnvalid
46887173,Note that the tutorial uses the dangerously out of date `mysql_query` function.,,30-03-2015 16:01,,lang,invalid
14817070,"Was trying to avoid `views` in general as they are getting deprecated.. &#xA;As my list would be small and limited, I can check `isDirty`. I will let you know.`",188740,6/29/2012 21:34,deprecated,ext,invalid
40579377,"As an alternative to using `tempfile.TemporaryFile()` check out the `io` and `StringIO` modules. IIRC, `StringIO` is deprecated, so `io` is probably the best choice. And if you have problems working with them, start a new question.",4014959,9/18/2014 21:33,deprecated,lang,invalid
46603981,API mentioned is deprecated in 8.0,700943,3/22/2015 14:28,deprecated,lang,legacy
3348337,I can't help but wonder how current that delphi.about.com link is. It's got a WinG sprite kit listed. AFAIK WinG has been deprecated for at least ten years...,32914,7/13/2010 21:52,deprecated,ref,invalid
59916456,"This was deprecated in 10.6, one should now use `- (NSRect)firstRectForCharacterRange:(NSRange)aRange actualRange:(NSRangePointer)actualRange`",9900,3/21/2016 18:35,deprecated,mobile,legacy
43108994,Don't use ``GetVersion`` either. Use ``VerifyVersionInfo``. See [this](http://stackoverflow.com/questions/22303824/warning-c4996-getversionexw-was-declared-deprecated) stack overflow thread.,3780494,12-05-2014 21:26,deprecated,os,legacy
2156164,link is broken or deprecated on the rails wiki,5281,02-05-2010 05:15,deprecated,ref,invalid
24369503,"You're right, it will work now, but accoding to Gmail Apis page, its deprecated ... https://developers.google.com/gmail/imap_extensions#xlist_is_deprecated",354607,06-03-2013 02:56,deprecated,ext,legacy
24745043,`beginAnimations` \ `commitAnimations`? That way of animating views is long deprecated in favour of block based animations.,41116,6/14/2013 8:49,deprecated,lang,legacy
4845750,"Stop using mod_python. I don't know if that's the reason you're having problems, but support for mod_python is deprecated and will be removed in Django 1.5 (http://docs.djangoproject.com/en/dev/howto/deployment/modpython/).",20972,12/14/2010 11:05,deprecated,ext,legacy
76339503,"For those looking for solutions to to this, it turns out `create_function` is [deprecated as of PHP 7.2.0](http://php.net/manual/en/function.create-function.php). For people using PHP >= 5.3.0, the same docs recommend an anonymous function instead.",7371150,6/21/2017 13:34,deprecated,lang,legacy
63640961,`valign` was deprecated back in HTML 4.01 and obsolete in HTML 5. It's far better to advise the user to use CSS than use outdated HTML attributes.,616443,6/29/2016 15:13,deprecated,lang,legacy
46035102,FYI Vector is essentially deprecated in favour of List...,992484,03-05-2015 20:19,deprecated,lang,legacy
60164177,"As far as I can read here, you are using a deprecated funtion gaussian_filter http://scikit-image.org/docs/dev/api/skimage.filters.html#skimage.filters.gaussian_filter , but you are correct that this is basic functionality. You are also corrrect that sigma correlates to kernel size. However, I do not understand why a siga of 2 you are using in scikit should be equivalent to a kernel size of 33 in OpenCV.",4352930,3/28/2016 18:24,deprecated,ext,legacy
64974698,actually php5 version deprecated from repo . please try this PPA from link http://askubuntu.com/questions/761713/how-can-i-downgrade-from-php-7-to-php-5-6-on-ubuntu-16-04,1485355,08-06-2016 09:44,deprecated,os,invalid
27316477,"And don't use `mysql_*` functions, because they are deprecated. Use PDO or `mysqli` instead.",729539,09-02-2013 05:41,deprecated,lang,legacy
57835756,Please do not suggest deprecated and as of PHP7 removed functions.,3885509,1/28/2016 8:23,deprecated,lang,legacy
1599157,"Does it report ""DeprecationWarning: the sets module is deprecated""?",121364,11-12-2009 09:14,deprecated,os,invalid
44305284,"@Kevin, it was deprecated for different reasons.  They wanted to create a `slice` object, but `__getslice__` took `i` and `j` arguments.  It would have broken backwards compatibility.",389146,1/15/2015 0:52,deprecated,lang,legacy
